date,payems,gdpc1,cpiaucsl,dgorder,hsn1f,rsafs,unrate,houst,indpro,dspic96,boptexp,boptimp,whlslrimsa,ttlcons,ir,cpilfesl,pcepilfe,pcepi,permit,tcu,businv,ulcnfb,iq,a261rx1q020sbea
1959-05-01,0.0042947431593556,,0.0020703933747412,,,,-0.0192307692307693,-0.0578616352201257,0.0150636215474722,0.005438202247191,,,,,,0.0033333333333334,0.0012528337907171,0.000559006211180213,,,,,,
1959-06-01,0.0024463118580766,0.0077971803750098,0.0024104683195591,,,,-0.0196078431372548,0.0033377837116155,0.0011395890701122,0.0033525546466406,,,,,,0.0033222591362125,0.0029196210451052,0.0028555465888633,,,,-0.0011890606420927,,0.0272772045148299
1959-07-01,0.002291313500121,,0.0013740982480248,,,,0.02,0.0292747837658018,-0.0239464452710108,-0.0016038492381715,,,,,,0.0,0.0023170152091254,0.0021046115753635,,,,,,
1959-08-01,-0.0086982380492156,,0.0010291595197255,,,,0.019607843137255,-0.0756302521008402,-0.0338767016387755,-0.0058456046407853,,,,,,0.0,0.001659652658408,0.0014207177713261,,,,,,
1959-09-01,0.0017249137543122,0.0057293019130506,0.0023989033584648,,,,0.0576923076923077,0.0769230769230768,-0.0012071116376332,0.00040396786211238656,,,,,,0.0033112582781458,0.0026037043612048,0.0026523562792992,,,,0.0044413919413919,,-0.0082130966285718
1959-10-01,-0.0013101744403682,,0.0034188034188034,,,,0.0363636363636363,-0.12012987012987,-0.0072649015846201,0.00071787508973431,,,,,,0.0033003300330032,0.0017116213185386,0.0023992617656107,,,,,,
1959-11-01,0.0051726076689531,,0.0,,,,0.0175438596491226,0.0450184501845019,0.0060961259956553,0.0072184361549496,,,,,,0.0,0.001826537827009,0.000613722842764064,,,,,,
1959-12-01,0.0100682402953351,0.0074332734449715,0.0020442930153321,,,,-0.086206896551724,0.1306497175141243,0.0618199157021597,0.0097039839750723,,,,,,0.0032894736842106,0.0015291419161325,0.0011653581943082,,,,0.0127638236768927,,0.0068277986069706
1960-01-01,0.0018459039391589,,-0.0013600816048963,,,,-0.0188679245283017,-0.0880699562773267,0.0262529125185342,0.00216020808535,,,,,,0.0,0.0002348934171121364,-0.0005513692335967768,,,,,,
1960-02-01,0.0044035818255518,,0.0013619339462036,,,,-0.0769230769230769,0.0294520547945205,-0.0088958789995334,0.00017596339961301055,,,,,,0.0032786885245901,0.0018787060412142,0.0010420497732008,-0.0036630036630036,,,,,
1960-03-01,-0.0010823106414983,0.0030399532064926,0.0,,,,0.1250000000000002,-0.262142381902861,-0.0089798910417672,0.0011875439831106,,,,,,0.0,0.00011719894520934028,0.0005510991366113327,-0.1222426470588234,,,-0.0018454336769141,,0.02224308185338
1960-04-01,0.0065927204613067,,0.0044202652159128,,,,-0.037037037037037,0.1623083859332732,-0.007926501244032,0.0038219918288449,,,,,,0.0,0.0018163707740082,0.0036719706242349,0.0638743455497381,,,,,
1960-05-01,-0.0061664203747285,,0.0010155721056195,,,,-0.0192307692307693,-0.0139643134212568,-0.0011438254607075,0.0022319474835885,,,,,,0.0,0.0015791320622295,0.0010365853658538,0.0354330708661416,,,,,
1960-06-01,-0.0023313446535108,0.0017488297760155,0.0013527223537368,,,,0.0588235294117649,-0.018882769472856,-0.0125710408007464,0.0009169905244312826,,,,,,0.0032679738562091,0.0006423357664233631,0.0004263872814764813,-0.0893536121673004,,,0.0223665223665223,,-0.00016917699058571767
1960-07-01,-0.0007727975270479526,,-0.0020263424518742,,,,0.0185185185185183,-0.0400962309542902,-0.0034705518521064,0.0016141697932119,,,,,,-0.0032573289902279,0.001750700280112,0.0017657087189477,0.0427974947807934,,,,,
1960-08-01,-0.0006260818325783957,,0.0020304568527917,,,,0.018181818181818,0.1228070175438595,-0.0011637529740353,-0.0023084629121478,,,,,,0.0,0.0014563672375624,0.0017018172977574,-0.005005005005005,,,,,
1960-09-01,-0.0008291568396225912,0.010927954159291,0.0,,,,-0.0178571428571427,-0.1837797619047618,-0.0104644037663222,0.0014406705666638,,,,,,0.0,0.0007562096445816735,0.0006067592985861125,-0.0100603621730381,,,-8.821453775575971e-05,,3.726188661823393e-05
1960-10-01,-0.001567484832279,,0.0047281323877068,,,,0.1090909090909091,0.1358249772105741,-0.0011730691238612,0.0036618858712236,,,,,,0.0065359477124182,0.0005812601720529553,0.0011521435934753,-0.0121951219512195,,,,,
1960-11-01,-0.0033430608400133,,0.0010084033613446,,,,0.0,0.0,-0.014119557814219,-0.0041263084741345,,,,,,0.0,0.0026722435227142,0.0033313143549362,0.007201646090535,,,,,
1960-12-01,-0.0040584866848278,0.0015045618810949,0.0010073875083949,,,,0.0819672131147541,-0.1468699839486356,-0.0190912714228776,-0.0045359385903699,,,,,,-0.0032467532467532,-0.0002896871378912369,0.00024147298520960092,-0.0286006128702758,,,0.0176444640494044,,-0.0054278161835781
1961-01-01,-0.0010978378177216,,0.0010063737001007,,,,0.0,0.1128880526810911,0.0012144524354511,0.009682790045566,,,,,,0.003257328990228,0.00023181686467688145,0.00012070734504199264,0.0189274447949527,,,,,
1961-02-01,-0.0023471117485982,,0.0,,,,0.0454545454545456,0.0363482671174979,-0.00121297932975,0.0041657626383162,,,,,,0.0,0.0009849933368097918,0.000965542212298498,-0.0082559339525283,,,,,
1961-03-01,0.0019045129488208,0.0208621747934256,0.0,,,,0.0,0.0701468189233278,0.0060812915633932,0.00423490773951,,,,,,0.0032467532467532,0.0003473026163463011,-0.0005425935973956131,0.0405827263267428,,,-0.0040312093628088,,0.0020362521046541
1961-04-01,-0.00059635848599493,,-0.0010053619302949,,,,0.0144927536231882,-0.111280487804878,0.0205567970706226,0.0020224622401996,,,,,,0.0,0.0013887281564635,-0.0006032090722642991,0.002,,,,,
1961-05-01,0.0029649243851044,,0.0010063737001007,,,,0.0142857142857142,0.053173241852487,0.015402744616954,0.0081594090870049,,,,,,0.0,0.0012712354096844,0.0005432158377596252,0.0249500998003993,,,,,
1961-06-01,0.0035511099542631,0.0173271043734131,0.0,,,,-0.0281690140845068,0.1254071661237785,0.0140042437102152,0.0102658033736582,,,,,,0.0032362459546926,0.0015004616805169,0.0004825963684622625,0.041869522882181,,,-0.0119684902293597,,0.0168793271682423
1961-07-01,0.0027048557719029,,0.002680965147453,,,,0.0144927536231882,-0.0340086830680174,0.0115047573495499,0.0034152717460051,,,,,,0.0,0.0015558372709463,0.0021706361169731,0.0121495327102802,,,,,
